date,resource,risk_score
2025-08-11,NAND,0.0020466662640686
2025-08-18,NAND,0.0014880213141684
2025-08-25,NAND,0.0018066652015933
2025-09-01,NAND,0.0022599412105574
2025-09-08,NAND,0.9813206419615518
2025-09-15,NAND,0.9587238866147344
2025-09-22,NAND,0.4986368596094584
2025-09-29,NAND,0.2154848845441558
2025-10-06,NAND,0.2154848845441558
2025-10-13,NAND,0.406436215415727
2025-10-20,NAND,0.406614832458967
2025-10-27,NAND,0.7787808829076646
2025-11-03,NAND,0.8339175204172659
2025-11-10,NAND,0.8339175204172659
2025-11-17,NAND,0.0018300914280047
2025-11-24,NAND,0.0024757064327111
2025-12-01,NAND,0.003014750565891
2025-12-08,NAND,0.0012349915970288
2025-12-15,NAND,0.0014325155721379
2025-12-22,NAND,0.9769448568403996
2025-12-29,NAND,0.8951559300482931
2026-01-05,NAND,0.8951559300482931
2026-01-12,NAND,0.8951559300482931
2026-01-19,NAND,0.8951559300482931
2026-01-26,NAND,0.7851028230946498
2026-02-02,NAND,0.7851028230946498
2026-02-09,NAND,0.8464217850698161
2026-02-16,NAND,0.7851028230946498
2026-02-23,NAND,0.883691132051506
2026-03-02,NAND,0.2154848845441558
2026-03-09,NAND,0.0321866339083961
2026-03-16,NAND,0.0590734609391174
2026-03-23,NAND,0.0023921476819745
2026-03-30,NAND,0.0050870796165136
2026-04-06,NAND,0.0110742603415236
2026-04-13,NAND,0.0055949254112701
2026-04-20,NAND,0.8339175204172659
2026-04-27,NAND,0.5831189934850588
2026-05-04,NAND,0.883691132051506
2026-05-11,NAND,0.496940998602118
2026-05-18,NAND,0.1044531501249127
2026-05-25,NAND,0.3090643319507423
2026-06-01,NAND,0.4620512803916234
2026-06-08,NAND,0.5853566291414681
2026-06-15,NAND,0.1044531501249127
2026-06-22,NAND,0.4169720805495724
2026-06-29,NAND,0.0032570709298667
